,Product Name,Brands,Reviews,Status,RAM,Internal Storage,Battery,Main camera,Front camera,Display,Cover display,Processor,Connectivity,Colors,OS,Warranty Info,Region,Price 1,Price 2,SKU
85,Google Pixel 9 Pro,Google,0 Reviews,,16 GB,"128GB, 256GB, 512GB, 1TB",4700 mAh,50MP + 48MP+ 48MP,42 MP,"6.3-inch, OLED",,Google Tensor G4 (5 nm),"3G, 4G, 5G, Wi-Fi","Porcelain, Rose Quartz, Hazel, Obsidian",Android 14,,,"KSh 140,000",,
86,Google Pixel 9,Google,0 Reviews,IN STOCK,12 GB,"128GB, 256GB",4700 mAh,50MP + 48MP,10.5 MP,"6.4-inch, OLED",,Google Tensor G4 (5 nm),"3G, 4G, 5G, Wi-Fi","Obsidian, Porcelain, Wintergreen, Peony",Android 14,,,"KSh 110,500","KSh 107,500",N/A
87,Google Pixel Watch 2,Google,0 Reviews,IN STOCK,,,306 mAh,,,,,,,"Polished Silver, Matte Black, Champagne Gold",Android Wear OS 4,,,"KSh 45,000","KSh 38,000",
88,Google Pixel Watch 1,Google,0 Reviews,IN STOCK,,,"294 mAh, Wireless (Qi)",,,"1.2 inches, AMOLED",,,"eSIM, NFC, Wi-Fi, Bluetooth","Matte Black, Polished Silver, Champagne Gold",Android Wear OS 3.5,,,"KSh 30,000","KSh 26,500",
89,Google Pixel USB-C Wired In-Earphones,Google,0 Reviews,IN STOCK,,,,,,,,,,White,,,,"KSh 4,500",,
90,Google Pixel 8a,Google,0 Reviews,IN STOCK,8GB,,"4492 mAh, non-removable",,,"6.1 inches, OLED",,,5G,,,,,"KSh 59,000","KSh 64,500",N/A
91,Google Pixel Tablet,Google,0 Reviews,IN STOCK,8 GB,128GB,27 Wh,8MP,8MP,"10.95 inches, IPS LCD",,Google Tensor G2,"Bluetooth, WI-FI","Porcelain, Hazel, Rose",Android 13,,,"KSh 98,000","KSh 95,000",
92,Google Pixel 7a,Google,3 Reviews,IN STOCK,8 GB,128GB,4385 mAh,64MP + 13MP,13 MP,"6.1 inches, OLED, 90Hz",,Google Tensor G2,"Bluetooth 5.3, 4G, 5G, WI-FI","Charcoal, Sea, and Snow",Android 13,,,"KSh 50,000","KSh 47,000",
93,Google Pixel 8 Pro,Google,0 Reviews,IN STOCK,12 GB,"128GB, 256GB","5,050mAh",50MP + 48MP + 48MP,10.5 MP,"6.7-inch, LTPO OLED",,Google Tensor G3 (4 nm),"3G, 4G, 5G, Wi-Fi","Obsidian, Porcelain, and Bay",Android 14,,,"KSh 91,000","KSh 100,500",N/A
94,Google Pixel 8,Google,0 Reviews,IN STOCK,8 GB,"128GB, 256GB","4,575mAh",50MP + 12MP,10.5 MP,"6.2-inch, OLED",,Google Tensor G2 (5 nm),"3G, 4G, 5G, Wi-Fi","Obsidian, Hazel and Rose",Android 14,,,"KSh 64,500","KSh 78,000",N/A
95,Google Pixel 7 Pro,Google,0 Reviews,IN STOCK,"8GB,12GB","128GB, 256GB",5000 mAh,50 MP + 48 MP + 12 MP,10.8 MP,6.7 inch,,Google Tensor G2,"GSM, CDMA, HSPA, EVDO, LTE,5G","Obsidian, Snow, Hazel",Android 13,,,"KSh 55,500","KSh 62,000",N/A
96,Google Pixel 7,Google,0 Reviews,IN STOCK,8GB,128GB,"4,355mAh",50MP + 12MP,10.8 MP,6.4 inch,,Google Tensor G2 (5 nm),"3G, 4G, 5G, Wi-Fi","Obsidian, Lemongrass, Snow",Android 13,,,"KSh 52,000","KSh 50,000",
97,Google Pixel 6a,Google,0 Reviews,IN STOCK,6 GB,128GB,4410mAh,12.2MP + 12MP,8 MP,6.1 inch,,Google Tensor,"GSM, CDMA, HSPA, EVDO, LTE,5G","Chalk, Charcoal, Sage",Android 12,,,"KSh 45,000","KSh 38,500",
98,Google Pixel 6,Google,0 Reviews,,8 GB,128GB,4614mAh,50MP + 12MP,8 MP,6.4 inch,,Google Tensor,"GSM, CDMA, HSPA, EVDO, LTE,5G","Sorta Seafoam, Kinda Coral, Stormy Black",Android 12,,,"KSh 50,000","KSh 45,000",
99,Itel RS4,,0 Reviews,IN STOCK,"8GB, 12GB",,"5000mAh, 45W wired, bypass charging, 80% in 30 mins.",,,"6.56-inch, IPS LCD",,,"4G, NFC, Bluetooth, USB-C,",,Android 13,,,"KSh 23,800",,
100,Itel A50,,0 Reviews,IN STOCK,"2GB, 3GB, 4GB",,"5000mAh, 10W",,,,,,,,Android 14 (Go edition),,,"KSh 12,000","KSh 10,000",
101,Itel Pad 1 Mini,,0 Reviews,IN STOCK,2GB,,4000mAh,,5MP,,,,"4G, Wi-Fi and Bluetooth",,Android 13,,,"KSh 13,800","KSh 12,500",
102,Itel S24,,0 Reviews,IN STOCK,"4GB,",,"5000mAh, 18W",,,"6.6 inches, IPS LCD",,,4G,,Android 13,,,"KSh 17,000","KSh 15,500",
103,Itel P55 5G,,0 Reviews,IN STOCK,"4GB, 6GB",,"5000mAh, 18W",,,"6.6-inch IPS LCD, 90Hz",,,5G,"Galaxy Blue, Mint Green",Android 13,,,"KSh 22,000",,
104,Itel P55+,,0 Reviews,IN STOCK,"4GB, 8GB",,"5000mAh, 45W",,,"6.6-inch IPS LCD, 90Hz",,,4G,"Royal Green, Galaxy Blue, Meteor Purple",Android 13,,,"KSh 16,500",,
105,Itel P55 4G,,0 Reviews,IN STOCK,"4GB, 8GB",,"5000mAh, 18W.",,,,,Unisoc T606 chipset (12 nm),"4G, Bluetooth, Wi-Fi,",,,,,"KSh 15,500","KSh 12,500",
106,Itel A18s,,0 Reviews,IN STOCK,2GB + 2GB Virtual,32GB,"3,020mAh battery",,,5.5-inch IPS LCD display,,Octa-core,,,,,,"KSh 9,000","KSh 8,600",
107,Itel A70,,0 Reviews,IN STOCK,"3GB, 4GB",,"5,000mAh",,,6.6-inches,,,,,,,,"KSh 12,300","KSh 14,500",N/A
108,Itel A05s,,0 Reviews,IN STOCK,2GB,,"4,000 mAh",,,6.6 inches,,Octa-core (4×1.6 GHz Cortex-A55 & 4×1.2 GHz Cortex-A55),,"Meadow Green, Nebula Black","Android 12 (Go Edition, Itel OS 8.6 system)",,,"KSh 12,000","KSh 10,500",
109,Itel S23 Plus,,0 Reviews,IN STOCK,"4GB, 8GB",,"5,000MP, 18W wired fast charging unit.",,,6.78 Inches,,,,"Black, Cyan",,,,"KSh 23,000","KSh 25,500",N/A
110,Itel S23,,0 Reviews,IN STOCK,"4GB, 8GB","128 GB, 256GB",5000mAh,50MP+ 0.08MP,5 MP,6.6 inches,,Unisoc T606 (12 nm),"Dual SIM, 4G, Wi-Fi","Starry Black, Mystery White",Android 12,,,"KSh 13,000","KSh 10,300",
111,Itel A60s,,0 Reviews,IN STOCK,4GB,64/128 GB,5000 mAh,8MP+QVGA,5 MP,6.6 inch,,Unisoc SC9863A1,"Dual sim, 4G, Wi-Fi","Shadow Black, Glacier Green, Moonlit Violet",Android 12,,,"KSh 13,000","KSh 16,000",N/A
112,Itel A18,,0 Reviews,IN STOCK,1GB,,2400 mAh,,,5.0 inches,,Quad-core Processor,,Morion Grey,Android 11 (Go Edition),,,"KSh 7,400","KSh 7,200",
113,itel KidPad 1,,0 Reviews,IN STOCK,1GB,,"4,000 mAh",,,7.0 inches,,"1.3 GHz, Quad-core","3G, Single-SIM",Blue,"Android 10, Go Edition",,,"KSh 11,500","KSh 11,300",
114,Nokia C22,,0 Reviews,IN STOCK,4GB,,5000 mAh,,,6.52 inch,,Unisoc SC9863A (28nm),"Dual sim, 4G, Wi-Fi","Sand, Midnight Black",Android 13 (Go edition),,,"KSh 18,000","KSh 17,500",
115,Nokia C32,,0 Reviews,IN STOCK,", 4GB",,"5,000 mAh",,,,,Unisoc SC9863A1 (22nm),,,,,,"KSh 18,500","KSh 18,300",
116,Nokia T21,,0 Reviews,IN STOCK,4GB,,"8,200 mAh",8 MP,8 MP,10.4 inch,,"Octa-core, Unisoc Tiger T612 (12 nm)","Nano SIM, 2G, 3G, 4G, Wi-Fi",Charcoal Grey,Android 12,,,"KSh 38,500","KSh 28,500",
117,Nokia G22,,0 Reviews,IN STOCK,4GB,128GB,"5,050mAh; 20W wired, PD3.0",,,"5 inches, IPS LCD",,"Octa-core, Unisoc T606 (12 nm)","Bluetooth v5.0, Wifi 8, FM Radio, 4G",,Android 12,,,"KSh 24,500","KSh 19,500",
118,Nokia G60 5G,,0 Reviews,IN STOCK,"4GB, 6GB","64GB, 128GB",4500 mAh,50MP+5MP+ 2MP,8 MP,6.58-inches,,Qualcomm Snapdragon 695 5G (6 nm),"Hybrid Dual SIM, 5G Band","Pure Black, Ice Gray",Android 12,,,"KSh 34,500","KSh 30,500",
119,Nokia X30 5G,,0 Reviews,IN STOCK,8GB,256GB,4200 mAh,50MP+13MP,16 MP,6.43-inches,,Qualcomm Snapdragon 695 5G,"dual SIM, 4G Band","Cloudy Blue, Ice White",Android 12,,,"KSh 65,000","KSh 58,500",
120,Nokia C21 Plus,,0 Reviews,,2GB,,"4,000mAh",,,6.52 inch,,Unisoc SC9863A,"Dual sim, 4G, Wi-Fi","Dark Cyan, Warm Gray",Android 11 (Go edition),,,"KSh 15,000","KSh 13,200",
121, Oppo Pad Neo,,0 Reviews,IN STOCK,"6GB, 8GB",,"8,000 mAh, non-removable",,,"4 inches, IPS LCD",,,"4G, Wi-Fi, Bluetooth",Gray,,,,"KSh 34,500",,
122,Oppo A3x 4G,Oppo,0 Reviews,IN STOCK,4GB,,"5,100mAh, 45W",,,"6.67 inches, IPS LCD",,,"4G, Bluetooth 5.0, GPS, NFC, USB Type-C",,"Android 14, ColorOS 14",,,"KSh 17,500","KSh 15,000",N/A
123,Oppo A3 4G,Oppo,0 Reviews,IN STOCK,6GB,,"5,100mAh, 45W",,,"67 inches, IPS LCD",,,"4G, Bluetooth 5.0, GPS, NFC, USB Type-C",,"Android 14, ColorOS 14",,,"KSh 26,000","KSh 24,000",N/A
